 20030083127  Cashless gaming system: apparatus and method  An apparatus and method for cashless gaming wherein a player can access credits via a pin activated keypad located on the gaming machine. Real-time accounting allows the player to redeem credits and secure perquisites as a function of patronage.      FIELD OF THE INVENTION 0001 The present invention relates generally to cashless gaming systems and, in particular, to a real-time ca
 20030083984  Dynamic credit management  A method for providing a financial evaluation of at least one financial instrument or of an issuer supports the provision of a dynamic credit limit. A dynamic credit limit may be associated with a counterparty or a debt security of the counterparty, for example. The method includes obtaining counterparty credit quality data associated with a transaction of the financial instrument between a party an
 20030088479  Online scheduling system  Online scheduling systems comprise a scheduling module having an electronic calendar showing a plurality of time slots. The scheduling modules have executable instructions that transmit the electronic calendar to and receive scheduling data from one or more buyer and seller interfaces in order to facilitate the scheduling of a consultation between a buyer and a seller. The online scheduling systems a
 20030093294  System providing expanded expert and electronic consultations for clients  A method and system for providing a network of leading experts for use by clients, for example, a payor such as an HMO or an employer, or an engineering firm, and the like, via the Internet. The technique includes recruitment of specialists who are outside of the client's region or who have a valued technical skill, to be a part of a specialty network 
 20030135734  Secure mutual authentication system  For secure mutual authentication, a customer is authenticated at a first web site. A selection is received from the customer at the first web site requiring transfer to a second web site. An authentication message for the customer is generated at the first web site. The authentication message is devoid of intelligent information of the customer. The authentication message is transferred fr
 20030163415  System and method for transfer of funds between individuals  The invention provides a system and method for the transfer of funds between individuals in an efficient, effective and economical manner. The system includes a transmitting data entry device for entering transmitting transfer data identifying a first personal account of a first individual into a transfer coordinator device, and a receiving data entry device for ent
 20030177067  Systems and methods for ordering and distributing incentive messages  Systems and methods associated with ordering, producing and/or distributing incentive messages. Systems can include means for receiving requests for incentive messages, for receiving payment for the incentive messages, and for transferring the incentive message to a receiver. Such incentive messages can include a trophy and a redemptive code.      FIELD OF 
 20030209598  Car wash entry station with security vault  An entry station for use primarily with a car wash that includes a semi-secure electronics cabinet and a security vault. The electronics cabinet is mounted to the security vault and includes a front door secured by a first lock member. The electronics cabinet defines an open interior that encloses the electronic operating components for the entry station. When the access door to the
 20030225689  Gift matching method  According to the invention, a method for a method for electronically transferring an amount of money from an initiator to a receiver is disclosed. The amount is enhanced or matched by a matching party. In one step, transfer information is received from the initiator. The transfer information includes at least two of a third party identifier, a second party identifier and the amount. The transfer informat
 20040019605  Techinque for accessing an electronic payee database  A technique for accessing a database which identifies payees who receive electronic payments is provided. The technique includes receiving information which identifies a payee and then identifying a unique payee identifier based upon that received information. The unique identifier is an identifier that is assigned to the payee only after the payee has requested to receive
 20040030637  Method for conducting electronic commerce  The present invention relates to a method for conducting electronic business. The method comprises the steps of providing a web site for a consumer to purchase at least one of goods and services; receiving personal information about the consumer as the consumer processes a form to make a purchase transaction; transmitting the personal information to at least one credit bureau; receiv
 20040039660  Automated on-line purchasing system  An Internet-based purchasing system and associated method, including: (i) a remote terminal for use by a consumer; (ii) an on-line purchasing system, wherein the system further includes a system database in communication with the remote terminal for storing both consumer information and ticket and merchandise information; (iii) a user interface between the remote terminal and the on-line p
 20040039690  Method and system for offering a loan through a computing system  In one embodiment of a system, a computing device receives first information about a customer. To at least first and second loan sources, the computing device outputs second information enabling the first and second loan sources to determine whether to offer a loan to the customer for financing an item. The second information includes at least a portion of the 
 20040049456  Payment processing with selective crediting  A technique for making a payment for a payor is provided. The technique includes receiving a request to make a payment to a payee for a payor. This request is processed to select a mode to electronically credit the payee. After the mode is selected an electronic credit is directed to the payee in the selected mode. A debit is also directed from a deposit account associated with the
 20040056770  Hijack disabling system for commercial aircraft and other vehicles  A system for preventing the hijacking, or suicide-bombing, of aircraft, ocean-going vessels, or trains, having at least one onboard vehicle computer capable of operating the vehicle in an automated transportational mode along at least one path when any attempt to overtake or divert the vehicle is made or suspected, or threat of harm to any vehicle-personnel i
 20040064405  Methods and systems for processing partial payments using debit cards  Methods and systems are provided for processing transactions between a vendor and a purchaser. A payment system is provided in communication with the vendor, a financial institution that holds a vendor account on behalf of the vendor, and a financial institution that holds a purchaser account on behalf of the purchaser. The payment system collects funds fr
 20040073506  Data processing system and method for administering financial instruments  A data processing system and method is disclosed for implementing and control of a financial instrument which is issued for a limited period of time. The instrument is based on an underlying basket of stocks optimally selected to track an established capital market and its price also reflects accrued investment income and maintenance expenses. The data
 20040093301  Method and system for providing rule-based collateral allocation and substitution  A system and method are disclosed for managing collateral allocation and substitution in general collateral repurchase agreements. In a preferred embodiment, an intermediary computer system facilitates the execution of anonymous general collateral repurchase agreements between buyers and sellers. The intermediary system manages initial collater
 20040093307  [AN EMERGING MARKET BANKING SYSTEM]  Abstract of the Disclosure       A banking system for emerging market countries which includes a central flow control apparatus or system, is disclosed.  The central flow control apparatus may include an interface layer, an applications layer, and a presentation layer.  The banking system may be comprised of a first bank account directly owned by a first emerging market bank and a second b
 20040094624  Adaptor for magnetic stripe card reader  An adaptor allows a magnetic stripe card reader to receive information from other media such as wireless proximity chip cards while maintaining the ability to receive a magnetic stripe card. In accordance with one embodiment, the adaptor includes a simulacrum structure of sufficiently narrow width to fit substantially permanently within the slot of the magnetic stripe reading device, w
 20040110472  Wireless communication system and method  A system for communicating information facilitates wireless communication between electronic devices. The system includes a trainable transceiver provided in a vehicle. The trainable transceiver wirelessly communicates with an electronic device located external to the transceiver.      BACKGROUND 0002 This invention relates generally to wireless communications devices, and more partic
 20040131997  System and method for measuring and distributing monetary incentives for weight loss  An automated identification, weight measurement and data reporting system that allows users to have their weight measured at a remote location and sent electronically to a data center. The invention can use biometric identification technology to confirm the identity of the user at the time of the measurement of the user's weight. The user's 
 20040138991  Anti-fraud document transaction system  Anti-fraud measures are implemented through networks for transactions using payment documents such as checks, letters of credit, notes, etc. as the payment instrument. The payer is authenticated and the availability of funds is verified by the payer's financial institution before the transaction is completed and the funds are immediately secured during the transaction. Since the transac
 20040139314  Automatic delivery selection for electronic content  Computer program products and methods for the secure delivery of a message in a communication system. The method includes identifying a best method for delivery of a message including considering preferences of a sender and a recipient and sending the message from the sender to the recipient using the identified method.      FIELD OF THE INVENTION 0001 The present applicati
 20040140354  Methods and systems for remote authorization of fuel dispensing  The present invention provides systems and methods for remote authorization of fuel dispensing using identifying indicia associated with a customer. An exemplary system according to the present invention includes a fuel dispensing station interfaced with a central terminal that is interfaced with an off-site terminal for transmission and receipt of identifying i
 20040153409  Cash dispensing automated banking machine diagnostic system  An automated banking machine (10) includes a lockable first fascia portion (20) which when unlocked enables access to a chest lock input device (104), inputs to which enable opening a chest door (18) of the machine. Opening the first fascia portion also enables access to an actuator (116) which enables moving a second fascia portion (22) for conducting service activ
 20040167863  System and method of transferring data through transaction process  A transaction process system (10) provides for data transactions between parties. In a credit card transaction, the parties are the merchant (20), acquiring bank (24), card association (34), issuing bank (14), and cardholder (12). A transaction processing center (30) is positioned between the acquiring bank and the card association. The transaction processing
 20040199774  Secure method for roaming keys and certificates  A simple scheme is provided for server storage of private keys and certificates in a secure manner, thus solving the difficult problems of roaming certificates. A user can access his private keys and certificates from anywhere in the network. Despite that the server stores the user's private keys, the server must not be able to impersonate the user on a network or sign messages
 20040224777  Card shuffler with reading capability integrated into multiplayer automated gaming table  A gaming system simulates complete play of events in a casino table card wagering game, such as blackjack, poker, poker variants, baccarat, and other wagering games where there has traditionally been a dealer, whether or not the dealer is an active player in the game. Two distinct video areas are preferably provided, one relatively uprig
 20040225593  Method and apparatus for creating and administering a publicly traded interest in a commodity pool  Systems, methods, apparatus, computer program code and means for creating and administering a publicly traded interest in a commodity pool include forming a commodity pool having a first position in a futures contract and a corresponding second position in a margin investment, and issuing equity interests of the commodity pool 
 20040235560  Method for showing the significance of a bettor's stake  We disclose a core method and sub-methods for improving the communication value of bets by enabling the evaluation of a bettor's stake in a bet offer or agreement. A bettor enters financial data describing his financial resources into an online computer database system for transacting and/or displaying bets. The online database includes formulas for using the financial 
 20040238629  System and method for conducting sales of goods and retail store employing the same  The present invention is directed to a system and method of conducting sales transactions. More particularly, the invention may be said to include a first station at which a customer may obtain a portable scanning device. This scanning device may be readily transported about a store and may be utilized to both scan and purchase the items sele
 20040254830  Limited resource allocation system and methods  This invention relates to methods of allocating limited resources, such as the granting of property interests in public parking spaces. In one embodiment, an inventory of public parking spaces is taken, potential leaseholders in the parking spaces are identified based on a prioritization scheme, and one of the identified private parties is granted a property interest in the park
 20050017900  Tracking unit  A tracking unit for assisting in the recovery of stolen monies or other property includes a housing containing a GPS receiver for receiving GPS signals from overhead satellites, a cellular phone transceiver, a microprocessor, and a battery. Following a theft, the microprocessor activates the cellular phone transceiver to dial the telephone number of a central monitoring station. The microprocessor obtains locat
 20050027543  Methods for purchasing of goods and services  A method for conducting a purchasing agreement for goods and services between a consumer and a merchant through a trusted a third party and using a wireless network includes generating, by the consumer, a first view of the agreement and transmitting the first view of the agreement to the third party, generating, independently by the merchant, a second view of the agreement and tra
 20050051619  System and method for securely authorizing and distributing stored-value card data  A computerized system and method for securely authorizing and distributing stored-value card data over a communications network is provided. The method allows for storing in the database a plurality of records comprising stored-value card data for each stored-value card as well as information identifying a plurality of trusted sources of store
 20050055251  Cost-effective benefit plan system and method  A benefit plan system is provided with multiple categories of benefits. The benefits are subject to controls, which are independently variable. The controls can comprise one or more of limit amounts, deductible amounts, coinsurance percentages and copay amounts. A catastrophic attachment point (CAP) can represent a predetermined incurred expense amount, a medical condition or som
 20050077142  Method and apparatus for processing currency bills and coins  A method and system for processing currency bills and coins in a cash receptacle for automatically determining a batch of currency. An operator provides an amount of cash, including currency bills and coins, and indicates a target amount of cash desired to be made available in a currency batch. The system includes a resident memory for storing a mode of operation, 
 20050097017  Financial funding system and methods  A financial funding system facilitates internet funding by a parent of a plurality of financial accounts that are set up for a student at a university. Preferably, the accounts correspond to expense items at the university such as tuition, bookstore, meals, and the like. A client presentation layer communicates with the parent and student, a security layer authenticates users, a business 
 20050099320  Automobile communication and registry system  The invention is directed to method and system for providing automatic vehicle registration and control via transceiver-facilitated wireless communication of a unique vehicle identification code and a vehicle location code from a vehicle.     BACKGROUND OF THE INVENTION  1. Field of Invention  The present invention described and claimed herein relates to methods and systems for au
 20050102211  Proximity service provider system  Web-sites www.proximityservices.com, www.accessservices.com,www.vendingmachineservices.com, www.vehicleservices.com, www.meterservices.com, www.picopay.com, www.tollservices.com, for all the proximity service systems world wide are disclosed wherein customers can sign up for proximity services such as toll gate services at any toll gate in the world that has signed up to provide the service 
 20050108144  Wish list auctions  The present invention provides a new method and system for conducting sealed offer online auctions. Unlike traditional auctions where buyers bid on sellers' items, wish list auction allows buyers to post online listings and attracts sellers to place item offers tailored to the buyers' needs. In a wish list auction, buyers need only to post what they are searching for, and the sellers will place a sealed of
 20050131794  Stock portfolio and method  One aspect of the invention is a method for investing. An equation is created using multivariate regression techniques to calculate a plurality of coefficients each associated with one of a plurality of statistic types that is correlated with actual market prices of the plurality of stocks. At least some of the plurality of statistic types comprise financial information, other than the particular s
 20050137016  Method, apparatus, and program product for detecting money laundering activities in gaming systems  A method for detecting potential money-laundering activities or other illegal activities in the use of a gaming accounting system includes collecting data regarding a player's activity in a gaming system. The gaming system activity data is collected in terms of a gaming activity network, that is, a series of linked activities o
 20050157858  Methods and systems for contact management  Systems and methods are provided for performing contact management services. Systems and methods may maintain one or more address books. Contacts may be added to the address book from one or more sources. Systems and method may receive a command to add a party to the address book. Contact-related information associated with the party may obtained and added to the address book. A use
 20050171838  Internet-based and tangible referral system  The invention is an Internet-based and tangible referral system that enables individuals and other business entities (�Affiliates�) to market products, in return for compensation which is paid as a result from any sale or sales lead that is induced by that Affiliate. A uniquely modified version of the printed web page or electronically transferred document, which explicitly or non-
 20050177433  Drive-in restaurant credit-card transaction system  A method for conducting credit card transactions at a business having a plurality of remote customer interfaces includes the steps of electronically transmitting a customer's order from one of the plurality of remote customer interfaces to a transaction hub, entering the customer's order into the transaction hub, transmitting payment information for the customer's order from
 20050177519  Game world operating system  An exemplary method for a commercial entity to provide goods and services in exchange for private currency includes providing a customer with private currency in exchange for government currency, wherein the private currency is acceptable to the commercial entity to pay for goods and services provided by the commercial entity, and providing a good and/or service to the customer in exchange for an 
 20050203843  Internet debit system  A PIN based Internet debit system and method is provided. The system and method allow for the transmission of an eCommerce Internet transaction with a debit card or ATM card and the cardholders existing PIN. In addition, the system and method allow for secure and encrypted transmission of such PIN and transaction data via the Internet to the payment network and the issuing financial institution. In one 
 20050209948  Total return to shareholder analytics  A computer-implemented method for analyzing the relative performance of a business unit of a company is provided. The method may include: receiving financial data about the business unit; determining with a data processor NOPLAT, revenue, capital charge, and invested capital values for the business unit at least at a first time and a second time from the financial data; determining with 
 20050216391  System and method of on-line merchandising  A system and method for on-line merchandising utilizing a gaming format which includes the on-line purchase of a pre-determined number of bids each representing an equal opportunity for being awarded preselected merchandise. Any customer having purchased one or more bids from a bid pool will be awarded the merchandise at a reduced price by holding a randomly selected winning bid. An
 20050216398  System and method for international funds transfer and access  A system and method of international funds transfer and access, wherein the present invention provides for the automated and regular deduction of a pre-selected amount or percentage of a sender's income over a selected pay period for subsequent automated remittance of same to a designated foreign receiving party; thus, absolving the sender and receiving party of a
 20050235359  Method for resisting a denial-of-service attack of a private network element  Methods and apparatus for resisting a denial-of-service attack of a private network element are disclosed. In one embodiment, a network device is configured to receive a packet destined for a private network element over an IP-compliant network. A proxy is assigned to examine the packet based on the destination port of the packet. The proxy agent th
 20050246183  RATE VALIDATION SYSTEM AND METHOD  The present invention facilitates automated audits for systems storing travel services rates based on special or negotiated pricing structures. The invention provides a system and method by which a customer and/or broker of travel related services may invoke an audit against one or more global distribution systems which are commonly used by travel services providers to maintain rate and disc
 20060014122  Method for qualifying and/or training a private customer for space flight  The present invention provides a method for qualifying a private customer for space flight. The method can include the steps of enrolling the private customer into a space flight qualification program and concluding the qualification program with certification for space flight. The space flight qualification program can include the steps of subjecting 
 20060015435  System and method for an automated sales system with remote negotiation and post-sale verification  The present invention provides a system and method to process items for sale or bid, to transmit electronic negotiations between prospective buyer and seller, and to verify the condition of the item before delivery to the buyer. The invention facilitates autonomous and remote negotiation between sellers and prospective buyers w
 20060039249  Systems and methods for reading optical-card data  Systems and methods are provided for reading data encoded on an optical card as a series of binary pits formed within optical-card tracks separated by an average optical-card track pitch. A translator and a compact-disc laser head are provided. The compact-disc laser head reads data from a compact disc having data encoded as a series of binary pits formed within compact-disc 
 20060049624  Counterfeit cashless instrument detection methods and systems  Methods and systems for detecting counterfeit cashless instruments are disclosed. A pattern of attempted redemptions or other transactional recordings of gaming machine printed tickets, vouchers or other cashless instruments having identification numbers with valid predictable fields but invalid unpredictable fields can indicate a likely counterfeiting attempt or 
 20060074983  Method of maintaining data confidentiality  A method of maintaining data confidentiality. The method of one embodiment comprises receiving patient data at a medical system. Whether the patient data includes protected health information is determined. If the patient data includes protected health information; the patient data is stored in a secure location. The patient data is annotated for protection if the patient data inclu
 20060107036  Secure service network and user gateway  A secure service network (SSN) comprising an IP network infrastructure wherein the access of one participant to another participant in the network is controlled by a secure service gateway (SSG) in which a point of origination universal identifier (PoUID) represents a unique identifier for the participant within a participant's internal network domain and the interconnection of the SSG
 20060112103  SYSTEM AND METHOD FOR REPORTING AND MONITORING DRIVING INCIDENTS  A system and method for reporting and monitoring driving incidents which includes monitoring for abusive reporting and which enables a driver having an incident report to dispute the report. The system and method can be used to automatically generate driving incident reports to interested subscribers such as parents, employers, and insurance companies.     FIEL
 20060118624  Systems and methods for preventing use of card skimmers on electronic card terminals  Systems and methods for preventing the use of card skimmers on electronic card terminals are disclosed. Embodiments include a method that generally includes ejecting from a card slot in a rear faceplate an electronic card and determining the relative movement between a front faceplate and the card slot. Embodiments also include before receiv
 20060178793  SYSTEM AND METHOD FOR GENERATING VEHICLE HISTORY INFORMATION  A system, method and computer readable storage medium for generating vehicle history information are provided which, based on vehicle history records, determine whether a particular vehicle has a reliability issue and/or has passed import inspection. The reliability issue portion accesses a central database of vehicle history records for particular vehicles and a r
 20060178970  Virtual world reversion rights  A method and system provides transactions and arrangements in virtual world environments. A user can participate in transactions to acquire virtual property and related virtual rights. In some implementations, real-world and virtual parties can be involved in possible transfers and/or transfer revocations involving various types of virtual objects and virtual rights.     TECHNICAL FIELD  This a
 20060206414  Convertible debenture annuity trust investment device and method therefor  A method for generating capital for a corporation while protecting investors comprises: establishing a statutory funding trust under the laws of a designated state pursuant to a trust agreement; offering of debentures by the funding trust in a predetermined amount; loaning a portion of funds generated from sale of the debentures to the corporation; and
 20060224901  System and method for remotely assigning and revoking access credentials using a near field communication equipped mobile phone  The present invention is generally directed toward a mobile device that can be used in a secure access system. More specifically, the mobile device can have credential data loaded thereon remotely updated, enabled, disabled, revoked, or otherwise altered with a message sent from, for example, a cont
 20060229961  Risk evaluation method and system using ACH data  A method and system of managing risk associated with a financial transaction. In one embodiment, the method comprises receiving data associated with a plurality of past transactions. The received data includes Automated Clearing House (ACH) data and other payment-related data. The method further comprises storing the received data in a database; receiving a risk management req
 20060235783  Predicting risk and return for a portfolio of entertainment projects  A portfolio of entertainment project such that the risk and return available to investors is attractive compared to other investments. Risk and return for a portfolio of entertainment projects is predicted based on historical performance of past “similar� projects. In one implementation, characteristics that are predictive of a project's revenue are determi
 20060259562  Individual XML message processing platform  A communications platform (Centerpost) is disclosed containing a message processing platform along with an XML message format (SmartMessage) which provides for the reception, organization, summarization, filing, storage, synthesis, routing, formatting, and intelligent processing of XML-based electronic messages and SMTP electronic mail from corporations and other senders to fully in
 20060287949  Debt collection system  Improved methods, systems, and software are provided for facilitating debt collection by utilizing a non-term life insurance policy for making payments due by debtors to creditors. The life insurance policy can be implemented as, or in conjunction with, a sinking fund for maintaining premium payments received from a debtor under the policy. Periodic and/or lump sum payments to the creditor on behalf of
 20070033126  Method and system for updating a loan portfolio with information on secondary liens  A computer-based method of updating a client loan portfolio with information on secondary liens relatable to portfolio properties includes inputting property data from the portfolio, monitoring a secondary lien database for secondary liens relatable to the property data, and notifying the client if a secondary lien is detected. Notifying the 
 20070043638  System architecture and related methods for monitoring financial positions of an entity on a group-wide basis  Systems and methods are provided for supporting financial reporting obligations, such as legal or regulatory reporting requirements. In accordance with one implementation, a computerized system is provided for monitoring financial positions of an entity on a group-wide basis. The system includes one or more user inte
 20070073546  Secure Real Estate Info Dissemination System  A system for general data dissemination and, more particularly, to disseminating pictures and sounds relating to real estate properties, using a secure radio frequency data link communicating with a PC, laptop, PDA, or cell phone. A sealed, high-security data dissemination device, using standard-availability data-retrieval systems and standard data protocol, enhancing a real estat
 20070078746  Fair-value pricing of a financial asset  The fair value of a fund is determined by analyzing various factors indicative of how each underlying asset of the fund would be valued on the open market. The fund may be an international mutual fund that includes underlying assets, which include international equities. Because some of the underlying assets may not be traded in a liquid market at the time of valuation of the fund, a r
 20070094119  System and method for improving asset liquidity in a trading exchange network  Asset liquidity is improved in a transaction network by identifying a potential party to an asset transaction based on an analysis of asset portfolio data. Portfolio data is provided by asset manager clients and transaction proposal data is provided by broker clients. The portfolio data is analyzed in view of the transaction proposal data to determ
 20070112631  SYSTEM AND METHOD FOR NETWORKED LOYALTY PROGRAM  The present invention provides a system for implementing a loyalty program on a network-wide level. The system associates UPC and SKU data on a network level to reward consumers and/or to analyze the data for a variety of business purposes, such as market segmentation analyses and/or analyses relating to consumer spending behaviors or patterns for example. In accordance with on
 20070124256  Comprehensive Identity Protection System  A system and method for protecting identity fraud are disclosed. A system includes a detection subsystem to identify applications and/or accounts at risk of identity fraud, and a disposition subsystem to process data provided by the detection system and to determine whether identity fraud exists in the applications and/or accounts. According to an implementation, one or more neural ne
 20070136169  Method and apparatus for implementing financial transactions  A withdrawal of assets is initiated from a first account at a first financial institution. A deposit of the assets withdrawn from the first account is initiated to a second account at a second financial institution. The first account and the second account have a common account holder. The withdrawal and deposit of assets may be initiated after analyzing multiple a
 20070136192  Method and system for facilitating payment of an online auction transaction  A method for enabling two individual consumers to complete a transaction that includes payment from one consumer (the payor, or buyer) to another consumer (the payee, or seller). An intermediary typically operates the service over a computer network of nodes, such as the Internet. The buyer has the convenience of paying through a variety of different
 20070179936  Method and system for utilizing shared numeric locks  A method and system for performing at least one transaction on at least one column of a table in a database system is disclosed. The method and system include determining whether a first transaction of the at least one transaction fulfills all of the criteria and ensuring that the at least one column is in a shared numeric lock if the first transaction fulfills the at leas
 20070198352  Transactional system for eliminating the necessity of third party loyalty benefit processors  A transactional system for eliminating the necessity of third party processors, who are typically employed for processing loyalty benefits obtained during various point-of-sale loyalty programs such as rebates, cashbacks, discounts, and etc. The system is to be used in conjunction with credit cards, debit cards, loyalty cards, and so
 20070201668  Appointment methods and apparatuses  Methods and systems for scheduling a call between parties are disclosed. A system enables a first party to schedule a call with a second party at a scheduled time period. The system includes a database having stored therein an availability of at least one first party for calls for a plurality of time periods. The system can be accessed by a second party. The availability of a specific firs
 20070201702  Electronic book security and copyright protection system  The invention, electronic book security and copyright protection system, provides for secure distribution of electronic text and graphics to subscribers and secure storage. The method may be executed at a content provider's site, at an operations center, over a video distribution system or over a variety of alternative distribution systems, at a home subsystem, and at 
 20070208618  COUPON CODE SYSTEMS AND METHODS  A method for providing a coupon code to a recipient via a network includes storing a coupon code on a tangible storage medium of a host computer, receiving a request for the coupon code from the recipient, and providing the recipient with the coupon code via the network in response to the request. The coupon code is transmitted along the network between the host computer and the recipient as a
 20070208650  System and method for creating, listing, and clearing flexible short term interest rate derivative instruments  The present invention relates to a process for designing, creating and distributing financial instruments which allow investors to trade flex short term interest derivative contracts that can be customized to meet its investor's needs by choosing the actual terms of the contract from a list of flexible features that
 20070221732  Method and apparatus for counterfeiting protection  The disclosure relates generally to methods and apparatus for protecting against counterfeit products and for methods and apparatus for providing counterfeiting protection for an object. In one embodiment, the method includes the steps of: (a) accessing an object including an identifying mark having a first portion and a second portion wherein said second portion includes an
 20070226140  Expedited Issuance and Activation of a Transaction Instrument  A method and computer program code for expediting issuance and activation of transaction instruments upon application therefor. A first set of application information is collected from an applicant. The first set of application information is processed to determine whether all required information has been obtained. If the first set of application information, com
 20070239568  Data Collection, Manipulation, Reconciliation, and Reporting for Multiple Sites  Methods and systems for determining a real-time or near-real time reconciliation list are disclosed. One or more datasets of inventory and financial transactions may be received from different locations of an enterprise or as a result of a payment processing function of the system. The data may combined, manipulated, and reconciled, thereby provi
 20070250427  Retirement planning system and method  A computer-implemented retirement planning system comprises data collection logic, modeling logic, and report generation logic. The data collection logic is configured to receive data pertaining to an individual planning for retirement. The retirement modeling logic is configured to process the data to generate parameters of a retirement plan. The retirement plan comprises a retirement i
 20070267484  METHODS FOR PROVIDING STAND-IN SERVICES FOR TRANSACTION CARD CUSTOMIZATION  The present invention is directed to methods for providing stand-in services for transaction card customization, wherein a transaction card franchiser provides the stand-in services for the transaction card issuer with regard to transaction card applicant email notification with respect to approval/rejection decisions and/or billing the transaction ca
 20070271174  MONEY FUND BANKING SYSTEM WITH MULTIPLE BANKS AND/OR RATES  Providing interest to clients' deposited funds without limitation on the number of demand withdrawals from deposit accounts is accomplished by an administration system that keeps all of the records for the clients' deposits and withdrawals, calculates the total of the deposits and withdrawals for all clients, and uses the calculation to determine whether funds are de
 20070271200  Systems and methods to allocate relevancy of global asset peers  The present invention provides apparatus and methods to facilitate allocation of find assets amongst asset classes including: equity inverse assets, precious metal assets, commodities and hard assets, international equity, international fixed income, domestic fixed income and domestic equity.        1. A computerized apparatus for providing an investment ratio f
